Epi_week,State,Percentage
2024_43,PB,0
2024_43,PE,0
2024_43,AL,0
2024_43,SE,0
2024_43,BA,0
2024_43,MS,0
2024_43,MT,0
2024_43,GO,0
2024_43,MG,0
2024_43,ES,>0-5
2024_43,RJ,0
2024_43,SP,0
2024_43,PR,0
2024_43,SC,0
2024_43,RS,0
2024_44,RO,0
2024_44,AC,0
2024_44,AM,0
2024_44,RR,0
2024_44,PA,0
2024_44,AP,0
2024_44,TO,0
2024_44,MA,0
2024_44,PI,0
2024_44,CE,>0-5
2024_44,RN,0
2024_44,PB,0
2024_44,PE,0
2024_44,AL,0
2024_44,SE,0
2024_44,BA,0
2024_44,MS,0
2024_44,MT,0
2024_44,GO,0
2024_44,MG,0
2024_44,ES,>5-10
2024_44,RJ,0
2024_44,SP,0
2024_44,PR,0
2024_44,SC,0
2024_44,RS,0
2024_45,RO,0
2024_45,AC,0
2024_45,AM,0
2024_45,RR,0
2024_45,PA,0
2024_45,AP,0
2024_45,TO,0
2024_45,MA,0
2024_45,PI,0
2024_45,CE,0
2024_45,RN,0
2024_45,PB,0
2024_45,PE,0
2024_45,AL,0
2024_45,SE,0
2024_45,BA,0
2024_45,MS,0
2024_45,MT,0
2024_45,GO,0
2024_45,MG,0
2024_45,ES,>5-10
2024_45,RJ,0
2024_45,SP,0
2024_45,PR,0
2024_45,SC,0
2024_45,RS,0
2024_46,RO,0
2024_46,AC,0
2024_46,AM,0
2024_46,RR,0
2024_46,PA,0
2024_46,AP,0
2024_46,TO,0
2024_46,MA,0
2024_46,PI,0
2024_46,CE,0
2024_46,RN,0
2024_46,PB,0
2024_46,PE,0
2024_46,AL,0
2024_46,SE,0
2024_46,BA,0
2024_46,MS,0
2024_46,MT,0
2024_46,GO,0
2024_46,MG,0
2024_46,ES,>10-20
2024_46,RJ,0
2024_46,SP,0
2024_46,PR,0
2024_46,SC,0
2024_46,RS,0
2024_47,RO,0
2024_47,AC,0
2024_47,AM,0
2024_47,RR,0
2024_47,PA,0
2024_47,AP,0
2024_47,TO,0
2024_47,MA,0
2024_47,PI,0
2024_47,CE,0
2024_47,RN,0
2024_47,PB,0
2024_47,PE,0
2024_47,AL,0
2024_47,SE,0
2024_47,BA,0
2024_47,MS,0
2024_47,MT,0
2024_47,GO,0
2024_47,MG,0
2024_47,ES,>10-20
2024_47,RJ,0
2024_47,SP,0
2024_47,PR,0
2024_47,SC,0
2024_47,RS,0
2024_48,RO,0
2024_48,AC,0
2024_48,AM,0
2024_48,RR,0
2024_48,PA,0
2024_48,AP,0
2024_48,TO,0
2024_48,MA,0
2024_48,PI,0
2024_48,CE,0
2024_48,RN,0
2024_48,PB,0
2024_48,PE,0
2024_48,AL,0
2024_48,SE,0
2024_48,BA,0
2024_48,MS,0
2024_48,MT,0
2024_48,GO,0
2024_48,MG,>0-5
2024_48,ES,>10-20
2024_48,RJ,0
2024_48,SP,0
2024_48,PR,0
2024_48,SC,0
2024_48,RS,0
2024_49,RO,0
2024_49,AC,0
2024_49,AM,0
2024_49,RR,0
2024_49,PA,0
2024_49,AP,0
2024_49,TO,0
2024_49,MA,0
2024_49,PI,0
2024_49,CE,0
2024_49,RN,0
2024_49,PB,0
2024_49,PE,0
2024_49,AL,0
2024_49,SE,0
2024_49,BA,0
2024_49,MS,0
2024_49,MT,0
2024_49,GO,0
2024_49,MG,>0-5
2024_49,ES,>20-30
2024_49,RJ,0
2024_49,SP,0
2024_49,PR,0
2024_49,SC,0
2024_49,RS,0
2024_50,RO,0
2024_50,AC,0
2024_50,AM,0
2024_50,RR,0
2024_50,PA,0
2024_50,AP,0
2024_50,TO,0
2024_50,MA,0
2024_50,PI,0
2024_50,CE,0
2024_50,RN,0
2024_50,PB,0
2024_50,PE,0
2024_50,AL,0
2024_50,SE,0
2024_50,BA,0
2024_50,MS,0
2024_50,MT,0
2024_50,GO,0
2024_50,MG,>0-5
2024_50,ES,>20-30
2024_50,RJ,0
2024_50,SP,0
2024_50,PR,0
2024_50,SC,0
2024_50,RS,0
2024_51,RO,0
2024_51,AC,0
2024_51,AM,0
2024_51,RR,0
2024_51,PA,0
2024_51,AP,0
2024_51,TO,0
2024_51,MA,0
2024_51,PI,0
2024_51,CE,0
2024_51,RN,0
2024_51,PB,0
2024_51,PE,0
2024_51,AL,0
2024_51,SE,0
2024_51,BA,0
2024_51,MS,0
2024_51,MT,0
2024_51,GO,0
2024_51,MG,>0-5
2024_51,ES,>30
2024_51,RJ,0
2024_51,SP,0
2024_51,PR,0
2024_51,SC,0
2024_51,RS,0
2024_52,RO,0
2024_52,AC,0
2024_52,AM,0
2024_52,RR,0
2024_52,PA,0
2024_52,AP,0
2024_52,TO,0
2024_52,MA,0
2024_52,PI,0
2024_52,CE,0
2024_52,RN,0
2024_52,PB,0
2024_52,PE,0
2024_52,AL,0
2024_52,SE,0
2024_52,BA,0
2024_52,MS,0
2024_52,MT,0
2024_52,GO,0
2024_52,MG,>0-5
2024_52,ES,>20-30
2024_52,RJ,0
2024_52,SP,0
2024_52,PR,0
2024_52,SC,0
2024_52,RS,0
2025_01,RO,0
2025_01,AC,0
2025_01,AM,0
2025_01,RR,0
2025_01,PA,0
2025_01,AP,0
2025_01,TO,0
2025_01,MA,0
2025_01,PI,0
2025_01,CE,0
2025_01,RN,0
2025_01,PB,0
2025_01,PE,0
2025_01,AL,0
2025_01,SE,0
2025_01,BA,0
2025_01,MS,0
2025_01,MT,0
2025_01,GO,0
2025_01,MG,>0-5
2025_01,ES,>30
2025_01,RJ,>0-5
2025_01,SP,0
2025_01,PR,0
2025_01,SC,0
2025_01,RS,0
2025_02,RO,0
2025_02,AC,0
2025_02,AM,0
2025_02,RR,0
2025_02,PA,0
2025_02,AP,0
2025_02,TO,0
2025_02,MA,0
2025_02,PI,0
2025_02,CE,0
2025_02,RN,0
2025_02,PB,0
2025_02,PE,0
2025_02,AL,0
2025_02,SE,0
2025_02,BA,0
2025_02,MS,0
2025_02,MT,0
2025_02,GO,0
2025_02,MG,>0-5
2025_02,ES,>30
2025_02,RJ,>0-5
2025_02,SP,0
2025_02,PR,0
2025_02,SC,0
2025_02,RS,0
2025_03,RO,0
2025_03,AC,0
2025_03,AM,0
2025_03,RR,0
2025_03,PA,0
2025_03,AP,0
2025_03,TO,0
2025_03,MA,0
2025_03,PI,0
2025_03,CE,0
2025_03,RN,0
2025_03,PB,0
2025_03,PE,0
2025_03,AL,0
2025_03,SE,0
2025_03,BA,0
2025_03,MS,0
2025_03,MT,0
2025_03,GO,0
2025_03,MG,>0-5
2025_03,ES,>30
2025_03,RJ,>0-5
2025_03,SP,0
2025_03,PR,0
2025_03,SC,0
2025_03,RS,0
2025_04,RO,0
2025_04,AC,0
2025_04,AM,0
2025_04,RR,0
2025_04,PA,0
2025_04,AP,0
2025_04,TO,0
2025_04,MA,0
2025_04,PI,0
2025_04,CE,0
2025_04,RN,0
2025_04,PB,0
2025_04,PE,0
2025_04,AL,0
2025_04,SE,0
2025_04,BA,0
2025_04,MS,0
2025_04,MT,0
2025_04,GO,0
2025_04,MG,>0-5
2025_04,ES,>30
2025_04,RJ,>5-10
2025_04,SP,0
2025_04,PR,0
2025_04,SC,0
2025_04,RS,0
2025_05,RO,0
2025_05,AC,0
2025_05,AM,0
2025_05,RR,0
2025_05,PA,0
2025_05,AP,>5-10
2025_05,TO,0
2025_05,MA,0
2025_05,PI,0
2025_05,CE,0
2025_05,RN,0
2025_05,PB,>0-5
2025_05,PE,0
2025_05,AL,0
2025_05,SE,0
2025_05,BA,0
2025_05,MS,0
2025_05,MT,0
2025_05,GO,0
2025_05,MG,>0-5
2025_05,ES,>30
2025_05,RJ,>5-10
2025_05,SP,0
2025_05,PR,0
2025_05,SC,0
2025_05,RS,0
2025_06,RO,0
2025_06,AC,0
2025_06,AM,0
2025_06,RR,0
2025_06,PA,0
2025_06,AP,0
2025_06,TO,0
2025_06,MA,0
2025_06,PI,0
2025_06,CE,0
2025_06,RN,0
2025_06,PB,>0-5
2025_06,PE,0
2025_06,AL,0
2025_06,SE,0
2025_06,BA,0
2025_06,MS,0
2025_06,MT,0
2025_06,GO,0
2025_06,MG,>0-5
2025_06,ES,>20-30
2025_06,RJ,>5-10
2025_06,SP,0
2025_06,PR,0
2025_06,SC,0
2025_06,RS,0
2025_07,RO,0
2025_07,AC,0
2025_07,AM,0
2025_07,RR,0
2025_07,PA,0
2025_07,AP,0
2025_07,TO,0
2025_07,MA,0
2025_07,PI,0
2025_07,CE,0
2025_07,RN,0
2025_07,PB,>0-5
2025_07,PE,0
2025_07,AL,0
2025_07,SE,0
2025_07,BA,0
2025_07,MS,0
2025_07,MT,0
2025_07,GO,0
2025_07,MG,>0-5
2025_07,ES,>20-30
2025_07,RJ,>0-5
2025_07,SP,0
2025_07,PR,0
2025_07,SC,0
2025_07,RS,0
2025_08,RO,0
2025_08,AC,0
2025_08,AM,0
2025_08,RR,0
2025_08,PA,0
2025_08,AP,>5-10
2025_08,TO,0
2025_08,MA,0
2025_08,PI,0
2025_08,CE,>0-5
2025_08,RN,0
2025_08,PB,>0-5
2025_08,PE,0
2025_08,AL,0
2025_08,SE,0
2025_08,BA,0
2025_08,MS,0
2025_08,MT,0
2025_08,GO,0
2025_08,MG,>0-5
2025_08,ES,>20-30
2025_08,RJ,>5-10
2025_08,SP,0
2025_08,PR,0
2025_08,SC,0
2025_08,RS,0
2025_09,RO,0
2025_09,AC,0
2025_09,AM,0
2025_09,RR,0
2025_09,PA,0
2025_09,AP,>5-10
2025_09,TO,0
2025_09,MA,0
2025_09,PI,0
2025_09,CE,>0-5
2025_09,RN,0
2025_09,PB,>0-5
2025_09,PE,0
2025_09,AL,0
2025_09,SE,0
2025_09,BA,0
2025_09,MS,0
2025_09,MT,0
2025_09,GO,0
2025_09,MG,>0-5
2025_09,ES,>10-20
2025_09,RJ,>5-10
2025_09,SP,>0-5
2025_09,PR,0
2025_09,SC,0
2025_09,RS,0
2025_10,RO,0
2025_10,AC,0
2025_10,AM,0
2025_10,RR,0
2025_10,PA,0
2025_10,AP,>5-10
2025_10,TO,0
2025_10,MA,0
2025_10,PI,0
2025_10,CE,>0-5
2025_10,RN,0
2025_10,PB,>0-5
2025_10,PE,0
2025_10,AL,0
2025_10,SE,0
2025_10,BA,0
2025_10,MS,0
2025_10,MT,0
2025_10,GO,0
2025_10,MG,0
2025_10,ES,>10-20
2025_10,RJ,>5-10
2025_10,SP,0
2025_10,PR,0
2025_10,SC,0
2025_10,RS,0
2025_11,RO,0
2025_11,AC,0
2025_11,AM,0
2025_11,RR,0
2025_11,PA,0
2025_11,AP,>5-10
2025_11,TO,0
2025_11,MA,0
2025_11,PI,0
2025_11,CE,>0-5
2025_11,RN,0
2025_11,PB,>0-5
2025_11,PE,0
2025_11,AL,0
2025_11,SE,0
2025_11,BA,0
2025_11,MS,0
2025_11,MT,0
2025_11,GO,0
2025_11,MG,>0-5
2025_11,ES,>10-20
2025_11,RJ,>5-10
2025_11,SP,>0-5
2025_11,PR,0
2025_11,SC,0
2025_11,RS,0
2025_12,RO,0
2025_12,AC,0
2025_12,AM,0
2025_12,RR,0
2025_12,PA,0
2025_12,AP,>5-10
2025_12,TO,0
2025_12,MA,0
2025_12,PI,0
2025_12,CE,>0-5
2025_12,RN,0
2025_12,PB,0
2025_12,PE,0
2025_12,AL,0
2025_12,SE,0
2025_12,BA,0
2025_12,MS,0
2025_12,MT,0
2025_12,GO,0
2025_12,MG,>0-5
2025_12,ES,>10-20
2025_12,RJ,>5-10
2025_12,SP,>0-5
2025_12,PR,0
2025_12,SC,0
2025_12,RS,0
2025_13,RO,0
2025_13,AC,0
2025_13,AM,0
2025_13,RR,0
2025_13,PA,0
2025_13,AP,>5-10
2025_13,TO,0
2025_13,MA,0
2025_13,PI,0
2025_13,CE,>0-5
2025_13,RN,0
2025_13,PB,>0-5
2025_13,PE,0
2025_13,AL,0
2025_13,SE,0
2025_13,BA,0
2025_13,MS,0
2025_13,MT,0
2025_13,GO,0
2025_13,MG,>0-5
2025_13,ES,>10-20
2025_13,RJ,>5-10
2025_13,SP,0
2025_13,PR,0
2025_13,SC,0
2025_13,RS,0
2025_14,RO,0
2025_14,AC,0
2025_14,AM,0
2025_14,RR,0
2025_14,PA,0
2025_14,AP,0
2025_14,TO,0
2025_14,MA,0
2025_14,PI,0
2025_14,CE,>0-5
2025_14,RN,0
2025_14,PB,0
2025_14,PE,0
2025_14,AL,0
2025_14,SE,0
2025_14,BA,0
2025_14,MS,0
2025_14,MT,0
2025_14,GO,0
2025_14,MG,>0-5
2025_14,ES,>10-20
2025_14,RJ,>10-20
2025_14,SP,0
2025_14,PR,0
2025_14,SC,0
2025_14,RS,0
2025_15,RO,0
2025_15,AC,0
2025_15,AM,0
2025_15,RR,0
2025_15,PA,0
2025_15,AP,0
2025_15,TO,0
2025_15,MA,0
2025_15,PI,0
2025_15,CE,>0-5
2025_15,RN,0
2025_15,PB,0
2025_15,PE,0
2025_15,AL,0
2025_15,SE,0
2025_15,BA,0
2025_15,MS,0
2025_15,MT,0
2025_15,GO,0
2025_15,MG,>0-5
2025_15,ES,>10-20
2025_15,RJ,>5-10
2025_15,SP,0
2025_15,PR,0
2025_15,SC,0
2025_15,RS,0
2025_16,RO,0
2025_16,AC,0
2025_16,AM,0
2025_16,RR,0
2025_16,PA,0
2025_16,AP,0
2025_16,TO,0
2025_16,MA,0
2025_16,PI,0
2025_16,CE,>0-5
2025_16,RN,0
2025_16,PB,0
2025_16,PE,0
2025_16,AL,0
2025_16,SE,0
2025_16,BA,0
2025_16,MS,0
2025_16,MT,0
2025_16,GO,0
2025_16,MG,>0-5
2025_16,ES,>5-10
2025_16,RJ,>5-10
2025_16,SP,0
2025_16,PR,0
2025_16,SC,0
2025_16,RS,0
2025_17,RO,0
2025_17,AC,0
2025_17,AM,0
2025_17,RR,0
2025_17,PA,>0-5
2025_17,AP,0
2025_17,TO,0
2025_17,MA,0
2025_17,PI,0
2025_17,CE,>0-5
2025_17,RN,0
2025_17,PB,0
2025_17,PE,0
2025_17,AL,0
2025_17,SE,0
2025_17,BA,0
2025_17,MS,0
2025_17,MT,0
2025_17,GO,0
2025_17,MG,>0-5
2025_17,ES,>10-20
2025_17,RJ,>5-10
2025_17,SP,0
2025_17,PR,>0-5
2025_17,SC,0
2025_17,RS,0
2025_18,RO,0
2025_18,AC,0
2025_18,AM,0
2025_18,RR,0
2025_18,PA,0
2025_18,AP,0
2025_18,TO,0
2025_18,MA,0
2025_18,PI,0
2025_18,CE,>0-5
2025_18,RN,0
2025_18,PB,0
2025_18,PE,0
2025_18,AL,0
2025_18,SE,0
2025_18,BA,0
2025_18,MS,0
2025_18,MT,0
2025_18,GO,0
2025_18,MG,>0-5
2025_18,ES,>5-10
2025_18,RJ,>10-20
2025_18,SP,0
2025_18,PR,>0-5
2025_18,SC,0
2025_18,RS,0
2025_19,RO,0
2025_19,AC,0
2025_19,AM,0
2025_19,RR,0
2025_19,PA,0
2025_19,AP,0
2025_19,TO,0
2025_19,MA,0
2025_19,PI,0
2025_19,CE,>0-5
2025_19,RN,0
2025_19,PB,0
2025_19,PE,0
2025_19,AL,0
2025_19,SE,0
2025_19,BA,0
2025_19,MS,0
2025_19,MT,0
2025_19,GO,0
2025_19,MG,>0-5
2025_19,ES,>5-10
2025_19,RJ,>10-20
2025_19,SP,>0-5
2025_19,PR,0
2025_19,SC,0
2025_19,RS,0
2025_20,RO,0
2025_20,AC,0
2025_20,AM,0
2025_20,RR,0
2025_20,PA,0
2025_20,AP,0
2025_20,TO,>0-5
2025_20,MA,0
2025_20,PI,0
2025_20,CE,>0-5
2025_20,RN,0
2025_20,PB,0
2025_20,PE,0
2025_20,AL,0
2025_20,SE,0
2025_20,BA,0
2025_20,MS,0
2025_20,MT,0
2025_20,GO,0
2025_20,MG,>0-5
2025_20,ES,>5-10
2025_20,RJ,>5-10
2025_20,SP,>0-5
2025_20,PR,>0-5
2025_20,SC,0
2025_20,RS,0
2025_21,RO,0
2025_21,AC,0
2025_21,AM,0
2025_21,RR,0
2025_21,PA,0
2025_21,AP,0
2025_21,TO,0
2025_21,MA,0
2025_21,PI,0
2025_21,CE,>0-5
2025_21,RN,0
2025_21,PB,0
2025_21,PE,0
2025_21,AL,0
2025_21,SE,0
2025_21,BA,0
2025_21,MS,0
2025_21,MT,0
2025_21,GO,0
2025_21,MG,>0-5
2025_21,ES,>0-5
2025_21,RJ,>5-10
2025_21,SP,>0-5
2025_21,PR,>0-5
2025_21,SC,0
2025_21,RS,0
2025_22,RO,0
2025_22,AC,0
2025_22,AM,0
2025_22,RR,0
2025_22,PA,0
2025_22,AP,0
2025_22,TO,0
2025_22,MA,0
2025_22,PI,0
2025_22,CE,>0-5
2025_22,RN,0
2025_22,PB,0
2025_22,PE,0
2025_22,AL,0
2025_22,SE,0
2025_22,BA,0
2025_22,MS,0
2025_22,MT,0
2025_22,GO,0
2025_22,MG,0
2025_22,ES,>0-5
2025_22,RJ,>0-5
2025_22,SP,0
2025_22,PR,>0-5
2025_22,SC,0
2025_22,RS,0
2025_23,RO,0
2025_23,AC,0
2025_23,AM,0
2025_23,RR,0
2025_23,PA,0
2025_23,AP,0
2025_23,TO,0
2025_23,MA,0
2025_23,PI,0
2025_23,CE,0
2025_23,RN,0
2025_23,PB,0
2025_23,PE,0
2025_23,AL,0
2025_23,SE,0
2025_23,BA,0
2025_23,MS,0
2025_23,MT,0
2025_23,GO,0
2025_23,MG,>0-5
2025_23,ES,0
2025_23,RJ,>0-5
2025_23,SP,0
2025_23,PR,>0-5
2025_23,SC,0
2025_23,RS,0
2025_24,RO,0
2025_24,AC,0
2025_24,AM,0
2025_24,RR,0
2025_24,PA,0
2025_24,AP,0
2025_24,TO,0
2025_24,MA,0
2025_24,PI,0
2025_24,CE,0
2025_24,RN,0
2025_24,PB,0
2025_24,PE,0
2025_24,AL,0
2025_24,SE,0
2025_24,BA,0
2025_24,MS,0
2025_24,MT,0
2025_24,GO,0
2025_24,MG,>0-5
2025_24,ES,0
2025_24,RJ,0
2025_24,SP,0
2025_24,PR,>0-5
2025_24,SC,0
2025_24,RS,0
2025_25,RO,0
2025_25,AC,0
2025_25,AM,0
2025_25,RR,0
2025_25,PA,0
2025_25,AP,0
2025_25,TO,0
2025_25,MA,0
2025_25,PI,0
2025_25,CE,0
2025_25,RN,0
2025_25,PB,0
2025_25,PE,0
2025_25,AL,0
2025_25,SE,0
2025_25,BA,0
2025_25,MS,0
2025_25,MT,0
2025_25,GO,0
2025_25,MG,0
2025_25,ES,0
2025_25,RJ,>0-5
2025_25,SP,0
2025_25,PR,0
2025_25,SC,0
2025_25,RS,0
2025_26,RO,0
2025_26,AC,0
2025_26,AM,0
2025_26,RR,0
2025_26,PA,0
2025_26,AP,0
2025_26,TO,0
2025_26,MA,0
2025_26,PI,0
2025_26,CE,0
2025_26,RN,0
2025_26,PB,0
2025_26,PE,0
2025_26,AL,0
2025_26,SE,0
2025_26,BA,0
2025_26,MS,0
2025_26,MT,0
2025_26,GO,0
2025_26,MG,0
2025_26,ES,0
2025_26,RJ,0
2025_26,SP,0
2025_26,PR,0
2025_26,SC,0
2025_26,RS,0
2025_27,RO,0
2025_27,AC,0
2025_27,AM,0
2025_27,RR,0
2025_27,PA,0
2025_27,AP,0
2025_27,TO,0
2025_27,MA,0
2025_27,PI,0
2025_27,CE,0
2025_27,RN,0
2025_27,PB,0
2025_27,PE,0
2025_27,AL,0
2025_27,SE,0
2025_27,BA,0
2025_27,MS,0
2025_27,MT,0
2025_27,GO,0
2025_27,MG,0
2025_27,ES,0
2025_27,RJ,0
2025_27,SP,0
2025_27,PR,0
2025_27,SC,0
2025_27,RS,0
2025_28,RO,0
2025_28,AC,0
2025_28,AM,0
2025_28,RR,0
2025_28,PA,0
2025_28,AP,0
2025_28,TO,0
2025_28,MA,0
2025_28,PI,0
2025_28,CE,0
2025_28,RN,0
2025_28,PB,0
2025_28,PE,0
2025_28,AL,>0-5
2025_28,SE,0
2025_28,BA,0
2025_28,MS,0
2025_28,MT,0
2025_28,GO,0
2025_28,MG,0
2025_28,ES,0
2025_28,RJ,0
2025_28,SP,0
2025_28,PR,0
2025_28,SC,0
2025_28,RS,0
2025_29,RO,0
2025_29,AC,0
2025_29,AM,0
2025_29,RR,0
2025_29,PA,0
2025_29,AP,0
2025_29,TO,0
2025_29,MA,0
2025_29,PI,0
2025_29,CE,0
2025_29,RN,0
2025_29,PB,0
2025_29,PE,0
2025_29,AL,0
2025_29,SE,0
2025_29,BA,0
2025_29,MS,0
2025_29,MT,0
2025_29,GO,0
2025_29,MG,0
2025_29,ES,0
2025_29,RJ,0
2025_29,SP,0
2025_29,PR,0
2025_29,SC,0
2025_29,RS,0
2025_30,RO,0
2025_30,AC,0
2025_30,AM,0
2025_30,RR,0
2025_30,PA,0
2025_30,AP,0
2025_30,TO,0
2025_30,MA,0
2025_30,PI,0
2025_30,CE,>0-5
2025_30,RN,0
2025_30,PB,0
2025_30,PE,0
2025_30,AL,>0-5
2025_30,SE,0
2025_30,BA,0
2025_30,MS,0
2025_30,MT,0
2025_30,GO,0
2025_30,MG,0
2025_30,ES,0
2025_30,RJ,0
2025_30,SP,0
2025_30,PR,0
2025_30,SC,0
2025_30,RS,0
2025_31,RO,0
2025_31,AC,0
2025_31,AM,0
2025_31,RR,0
2025_31,PA,0
2025_31,AP,0
2025_31,TO,0
2025_31,MA,0
2025_31,PI,0
2025_31,CE,0
2025_31,RN,0
2025_31,PB,0
2025_31,PE,0
2025_31,AL,0
2025_31,SE,0
2025_31,BA,0
2025_31,MS,0
2025_31,MT,0
2025_31,GO,0
2025_31,MG,0
2025_31,ES,0
2025_31,RJ,0
2025_31,SP,0
2025_31,PR,0
2025_31,SC,0
2025_31,RS,0
2025_32,RO,0
2025_32,AC,0
2025_32,AM,0
2025_32,RR,0
2025_32,PA,0
2025_32,AP,0
2025_32,TO,0
2025_32,MA,0
2025_32,PI,0
2025_32,CE,0
2025_32,RN,0
2025_32,PB,0
2025_32,PE,0
2025_32,AL,0
2025_32,SE,0
2025_32,BA,0
2025_32,MS,0
2025_32,MT,0
2025_32,GO,0
2025_32,MG,0
2025_32,ES,0
2025_32,RJ,0
2025_32,SP,0
2025_32,PR,0
2025_32,SC,0
2025_32,RS,0
2025_33,RO,0
2025_33,AC,0
2025_33,AM,0
2025_33,RR,0
2025_33,PA,0
2025_33,AP,0
2025_33,TO,0
2025_33,MA,0
2025_33,PI,0
2025_33,CE,0
2025_33,RN,0
2025_33,PB,0
2025_33,PE,0
2025_33,AL,0
2025_33,SE,0
2025_33,BA,0
2025_33,MS,0
2025_33,MT,0
2025_33,GO,0
2025_33,MG,0
2025_33,ES,0
2025_33,RJ,0
2025_33,SP,0
2025_33,PR,0
2025_33,SC,0
2025_33,RS,0
2025_34,RO,0
2025_34,AC,0
2025_34,AM,0
2025_34,RR,0
2025_34,PA,0
2025_34,AP,0
2025_34,TO,0
2025_34,MA,0
2025_34,PI,0
2025_34,CE,0
2025_34,RN,0
2025_34,PB,0
2025_34,PE,0
2025_34,AL,0
2025_34,SE,0
2025_34,BA,0
2025_34,MS,0
2025_34,MT,0
2025_34,GO,0
2025_34,MG,0
2025_34,ES,0
2025_34,RJ,0
2025_34,SP,0
2025_34,PR,0
2025_34,SC,0
2025_34,RS,0
2025_35,RO,0
2025_35,AC,0
2025_35,AM,0
2025_35,RR,0
2025_35,PA,0
2025_35,AP,0
2025_35,TO,0
2025_35,MA,0
2025_35,PI,0
2025_35,CE,0
2025_35,RN,0
2025_35,PB,0
2025_35,PE,0
2025_35,AL,0
2025_35,SE,0
2025_35,BA,0
2025_35,MS,0
2025_35,MT,0
2025_35,GO,0
2025_35,MG,0
2025_35,ES,0
2025_35,RJ,0
2025_35,SP,0
2025_35,PR,0
2025_35,SC,0
2025_35,RS,0
2025_36,RO,0
2025_36,AC,0
2025_36,AM,0
2025_36,RR,0
2025_36,PA,0
2025_36,AP,0
2025_36,TO,0
2025_36,MA,0
2025_36,PI,0
2025_36,CE,0
2025_36,RN,0
2025_36,PB,0
2025_36,PE,0
2025_36,AL,0
2025_36,SE,0
2025_36,BA,0
2025_36,MS,0
2025_36,MT,0
2025_36,GO,0
2025_36,MG,0
2025_36,ES,0
2025_36,RJ,0
2025_36,SP,0
2025_36,PR,0
2025_36,SC,0
2025_36,RS,0
2025_37,RO,0
2025_37,AC,0
2025_37,AM,0
2025_37,RR,0
2025_37,PA,0
2025_37,AP,0
2025_37,TO,0
2025_37,MA,0
2025_37,PI,0
2025_37,CE,0
2025_37,RN,0
2025_37,PB,0
2025_37,PE,0
2025_37,AL,0
2025_37,SE,0
2025_37,BA,0
2025_37,MS,0
2025_37,MT,0
2025_37,GO,0
2025_37,MG,0
2025_37,ES,0
2025_37,RJ,0
2025_37,SP,0
2025_37,PR,0
2025_37,SC,0
2025_37,RS,0
