Epi_week,Category,OROV_INC
2021_27,National,0.001477245
2021_27,Rural,0.003910475
2021_27,Urban,0.001126707
2021_28,National,0
2021_28,Rural,0
2021_28,Urban,0
2021_29,National,0.000492415
2021_29,Rural,0
2021_29,Urban,0.000563354
2021_30,National,0.000492415
2021_30,Rural,0
2021_30,Urban,0.000563354
2021_31,National,0.001477245
2021_31,Rural,0
2021_31,Urban,0.001690061
2021_32,National,0
2021_32,Rural,0
2021_32,Urban,0
2021_33,National,0.016249693
2021_33,Rural,0.129045685
2021_33,Urban,0
2021_34,National,0.000492415
2021_34,Rural,0.003910475
2021_34,Urban,0
2021_35,National,0.001477245
2021_35,Rural,0.003910475
2021_35,Urban,0.001126707
2021_36,National,0
2021_36,Rural,0
2021_36,Urban,0
2021_37,National,0.00196966
2021_37,Rural,0.015641901
2021_37,Urban,0
2021_38,National,0.000492415
2021_38,Rural,0.003910475
2021_38,Urban,0
2021_39,National,0.000492415
2021_39,Rural,0
2021_39,Urban,0.000563354
2021_40,National,0.000492415
2021_40,Rural,0
2021_40,Urban,0.000563354
2021_41,National,0.000492415
2021_41,Rural,0.003910475
2021_41,Urban,0
2021_42,National,0
2021_42,Rural,0
2021_42,Urban,0
2021_43,National,0
2021_43,Rural,0
2021_43,Urban,0
2021_44,National,0.00098483
2021_44,Rural,0.003910475
2021_44,Urban,0.000563354
2021_45,National,0.00098483
2021_45,Rural,0
2021_45,Urban,0.001126707
2021_46,National,0.00098483
2021_46,Rural,0.003910475
2021_46,Urban,0.000563354
2021_47,National,0.001477245
2021_47,Rural,0.003910475
2021_47,Urban,0.001126707
2021_48,National,0
2021_48,Rural,0
2021_48,Urban,0
2021_49,National,0.00196966
2021_49,Rural,0
2021_49,Urban,0.002253414
2021_50,National,0.019696598
2021_50,Rural,0
2021_50,Urban,0.022534143
2021_51,National,0.000492415
2021_51,Rural,0.003910475
2021_51,Urban,0
2021_52,National,0.001477245
2021_52,Rural,0.003910475
2021_52,Urban,0.001126707
2022_01,National,0.00295449
2022_01,Rural,0.003910475
2022_01,Urban,0.002816768
2022_02,National,0.004924149
2022_02,Rural,0.007820951
2022_02,Urban,0.004506829
2022_03,National,0.00196966
2022_03,Rural,0
2022_03,Urban,0.002253414
2022_04,National,0.00196966
2022_04,Rural,0.011731426
2022_04,Urban,0.000563354
2022_05,National,0.001477245
2022_05,Rural,0.003910475
2022_05,Urban,0.001126707
2022_06,National,0.00098483
2022_06,Rural,0
2022_06,Urban,0.001126707
2022_07,National,0.00098483
2022_07,Rural,0.003910475
2022_07,Urban,0.000563354
2022_08,National,0.00098483
2022_08,Rural,0
2022_08,Urban,0.001126707
2022_09,National,0
2022_09,Rural,0
2022_09,Urban,0
2022_10,National,0.001477245
2022_10,Rural,0
2022_10,Urban,0.001690061
2022_11,National,0.00098483
2022_11,Rural,0
2022_11,Urban,0.001126707
2022_12,National,0.00295449
2022_12,Rural,0.007820951
2022_12,Urban,0.002253414
2022_13,National,0.00098483
2022_13,Rural,0
2022_13,Urban,0.001126707
2022_14,National,0.002462075
2022_14,Rural,0.007820951
2022_14,Urban,0.001690061
2022_15,National,0.000492415
2022_15,Rural,0
2022_15,Urban,0.000563354
2022_16,National,0.00098483
2022_16,Rural,0.003910475
2022_16,Urban,0.000563354
2022_17,National,0.00196966
2022_17,Rural,0.007820951
2022_17,Urban,0.001126707
2022_18,National,0.00196966
2022_18,Rural,0.003910475
2022_18,Urban,0.001690061
2022_19,National,0.00196966
2022_19,Rural,0.003910475
2022_19,Urban,0.001690061
2022_20,National,0.001477245
2022_20,Rural,0.007820951
2022_20,Urban,0.000563354
2022_21,National,0.00196966
2022_21,Rural,0.007820951
2022_21,Urban,0.001126707
2022_22,National,0.003446905
2022_22,Rural,0.003910475
2022_22,Urban,0.003380121
2022_23,National,0.000492415
2022_23,Rural,0.003910475
2022_23,Urban,0
2022_24,National,0.000492415
2022_24,Rural,0
2022_24,Urban,0.000563354
2022_25,National,0
2022_25,Rural,0
2022_25,Urban,0
2022_26,National,0
2022_26,Rural,0
2022_26,Urban,0
2022_27,National,0
2022_27,Rural,0
2022_27,Urban,0
2022_28,National,0.00098483
2022_28,Rural,0
2022_28,Urban,0.001126707
2022_29,National,0.000492415
2022_29,Rural,0
2022_29,Urban,0.000563354
2022_30,National,0
2022_30,Rural,0
2022_30,Urban,0
2022_31,National,0
2022_31,Rural,0
2022_31,Urban,0
2022_32,National,0.00196966
2022_32,Rural,0.007820951
2022_32,Urban,0.001126707
2022_33,National,0
2022_33,Rural,0
2022_33,Urban,0
2022_34,National,0.00098483
2022_34,Rural,0
2022_34,Urban,0.001126707
2022_35,National,0.001477245
2022_35,Rural,0.003910475
2022_35,Urban,0.001126707
2022_36,National,0
2022_36,Rural,0
2022_36,Urban,0
2022_37,National,0.00098483
2022_37,Rural,0
2022_37,Urban,0.001126707
2022_38,National,0.000492415
2022_38,Rural,0
2022_38,Urban,0.000563354
2022_39,National,0
2022_39,Rural,0
2022_39,Urban,0
2022_40,National,0.00098483
2022_40,Rural,0
2022_40,Urban,0.001126707
2022_41,National,0
2022_41,Rural,0
2022_41,Urban,0
2022_42,National,0.000492415
2022_42,Rural,0
2022_42,Urban,0.000563354
2022_43,National,0
2022_43,Rural,0
2022_43,Urban,0
2022_44,National,0
2022_44,Rural,0
2022_44,Urban,0
2022_45,National,0.000492415
2022_45,Rural,0
2022_45,Urban,0.000563354
2022_46,National,0.000492415
2022_46,Rural,0.003910475
2022_46,Urban,0
2022_47,National,0.000492415
2022_47,Rural,0
2022_47,Urban,0.000563354
2022_48,National,0.000492415
2022_48,Rural,0
2022_48,Urban,0.000563354
2022_49,National,0
2022_49,Rural,0
2022_49,Urban,0
2022_50,National,0
2022_50,Rural,0
2022_50,Urban,0
2022_51,National,0.000492415
2022_51,Rural,0
2022_51,Urban,0.000563354
2022_52,National,0
2022_52,Rural,0
2022_52,Urban,0
2023_01,National,0.000492415
2023_01,Rural,0.003910475
2023_01,Urban,0
2023_02,National,0.003446905
2023_02,Rural,0
2023_02,Urban,0.003943475
2023_03,National,0.000492415
2023_03,Rural,0.003910475
2023_03,Urban,0
2023_04,National,0.00098483
2023_04,Rural,0
2023_04,Urban,0.001126707
2023_05,National,0.00196966
2023_05,Rural,0.015641901
2023_05,Urban,0
2023_06,National,0.004924149
2023_06,Rural,0.039104753
2023_06,Urban,0
2023_07,National,0.009355884
2023_07,Rural,0.074299031
2023_07,Urban,0
2023_08,National,0.001477245
2023_08,Rural,0.007820951
2023_08,Urban,0.000563354
2023_09,National,0.00393932
2023_09,Rural,0.023462852
2023_09,Urban,0.001126707
2023_10,National,0.006401394
2023_10,Rural,0.039104753
2023_10,Urban,0.001690061
2023_11,National,0.008371054
2023_11,Rural,0.039104753
2023_11,Urban,0.003943475
2023_12,National,0.011325544
2023_12,Rural,0.031283802
2023_12,Urban,0.008450304
2023_13,National,0.006401394
2023_13,Rural,0.027373327
2023_13,Urban,0.003380121
2023_14,National,0.006401394
2023_14,Rural,0.027373327
2023_14,Urban,0.003380121
2023_15,National,0.00393932
2023_15,Rural,0.007820951
2023_15,Urban,0.003380121
2023_16,National,0.00196966
2023_16,Rural,0.003910475
2023_16,Urban,0.001690061
2023_17,National,0.00196966
2023_17,Rural,0.007820951
2023_17,Urban,0.001126707
2023_18,National,0.000492415
2023_18,Rural,0
2023_18,Urban,0.000563354
2023_19,National,0.00196966
2023_19,Rural,0.007820951
2023_19,Urban,0.001126707
2023_20,National,0.003446905
2023_20,Rural,0.011731426
2023_20,Urban,0.002253414
2023_21,National,0.002462075
2023_21,Rural,0.003910475
2023_21,Urban,0.002253414
2023_22,National,0.004924149
2023_22,Rural,0.023462852
2023_22,Urban,0.002253414
2023_23,National,0.000492415
2023_23,Rural,0.003910475
2023_23,Urban,0
2023_24,National,0.003446905
2023_24,Rural,0
2023_24,Urban,0.003943475
2023_25,National,0.00098483
2023_25,Rural,0
2023_25,Urban,0.001126707
2023_26,National,0.004924149
2023_26,Rural,0.007820951
2023_26,Urban,0.004506829
2023_27,National,0.002462075
2023_27,Rural,0.003910475
2023_27,Urban,0.002253414
2023_28,National,0.002462075
2023_28,Rural,0.011731426
2023_28,Urban,0.001126707
2023_29,National,0.007386224
2023_29,Rural,0.046925704
2023_29,Urban,0.001690061
2023_30,National,0.006893809
2023_30,Rural,0.035194278
2023_30,Urban,0.002816768
2023_31,National,0.008863469
2023_31,Rural,0.027373327
2023_31,Urban,0.006196889
2023_32,National,0.016249693
2023_32,Rural,0.082119981
2023_32,Urban,0.006760243
2023_33,National,0.016249693
2023_33,Rural,0.113403784
2023_33,Urban,0.002253414
2023_34,National,0.012802789
2023_34,Rural,0.050836179
2023_34,Urban,0.007323596
2023_35,National,0.012802789
2023_35,Rural,0.062567605
2023_35,Urban,0.005633536
2023_36,National,0.011817959
2023_36,Rural,0.078209506
2023_36,Urban,0.002253414
2023_37,National,0.004924149
2023_37,Rural,0.015641901
2023_37,Urban,0.003380121
2023_38,National,0.002462075
2023_38,Rural,0.011731426
2023_38,Urban,0.001126707
2023_39,National,0.00098483
2023_39,Rural,0
2023_39,Urban,0.001126707
2023_40,National,0.00295449
2023_40,Rural,0.007820951
2023_40,Urban,0.002253414
2023_41,National,0.003446905
2023_41,Rural,0.003910475
2023_41,Urban,0.003380121
2023_42,National,0.00393932
2023_42,Rural,0.011731426
2023_42,Urban,0.002816768
2023_43,National,0.003446905
2023_43,Rural,0.003910475
2023_43,Urban,0.003380121
2023_44,National,0.004924149
2023_44,Rural,0.027373327
2023_44,Urban,0.001690061
2023_45,National,0.004924149
2023_45,Rural,0.019552376
2023_45,Urban,0.002816768
2023_46,National,0.00295449
2023_46,Rural,0.007820951
2023_46,Urban,0.002253414
2023_47,National,0.009848299
2023_47,Rural,0.043015228
2023_47,Urban,0.005070182
2023_48,National,0.019696598
2023_48,Rural,0.054746654
2023_48,Urban,0.014647193
2023_49,National,0.018711768
2023_49,Rural,0.027373327
2023_49,Urban,0.017463961
2023_50,National,0.04973391
2023_50,Rural,0.093851407
2023_50,Urban,0.043378225
2023_51,National,0.066968433
2023_51,Rural,0.136866635
2023_51,Urban,0.05689871
2023_52,National,0.078293977
2023_52,Rural,0.207255191
2023_52,Urban,0.059715478
2024_01,National,0.123103737
2024_01,Rural,0.316748499
2024_01,Urban,0.095206753
2024_02,National,0.170375572
2024_02,Rural,0.520093215
2024_02,Urban,0.11999431
2024_03,National,0.190564585
2024_03,Rural,0.414510382
2024_03,Urban,0.158302353
2024_04,National,0.272305467
2024_04,Rural,0.559197968
2024_04,Urban,0.230974963
2024_05,National,0.272797881
2024_05,Rural,0.6491389
2024_05,Urban,0.218017831
2024_06,National,0.253101284
2024_06,Rural,0.883767418
2024_06,Urban,0.16111912
2024_07,National,0.14723207
2024_07,Rural,0.480988462
2024_07,Urban,0.099150228
2024_08,National,0.233897101
2024_08,Rural,0.903319794
2024_08,Urban,0.13745827
2024_09,National,0.239313665
2024_09,Rural,1.223978769
2024_09,Urban,0.097460167
2024_10,National,0.202874959
2024_10,Rural,1.036275954
2024_10,Urban,0.082812974
2024_11,National,0.201397714
2024_11,Rural,0.926782646
2024_11,Urban,0.096896814
2024_12,National,0.195488735
2024_12,Rural,0.907230269
2024_12,Urban,0.092953339
2024_13,National,0.107346459
2024_13,Rural,0.488809412
2024_13,Urban,0.052391882
2024_14,National,0.140830675
2024_14,Rural,0.711706504
2024_14,Urban,0.058588771
2024_15,National,0.143785165
2024_15,Rural,0.71561698
2024_15,Urban,0.061405539
2024_16,National,0.144769995
2024_16,Rural,0.793826486
2024_16,Urban,0.051265175
2024_17,National,0.117687173
2024_17,Rural,0.645228424
2024_17,Urban,0.041688164
2024_18,National,0.102422309
2024_18,Rural,0.465346561
2024_18,Urban,0.050138468
2024_19,National,0.120641662
2024_19,Rural,0.527914165
2024_19,Urban,0.061968892
2024_20,National,0.138368601
2024_20,Rural,0.750811257
2024_20,Urban,0.050138468
2024_21,National,0.14329275
2024_21,Rural,0.829020763
2024_21,Urban,0.044504932
2024_22,National,0.094051255
2024_22,Rural,0.520093215
2024_22,Urban,0.032674507
2024_23,National,0.087157446
2024_23,Rural,0.430152283
2024_23,Urban,0.037744689
2024_24,National,0.127535472
2024_24,Rural,0.742990307
2024_24,Urban,0.038871396
2024_25,National,0.067460848
2024_25,Rural,0.371495153
2024_25,Urban,0.02366085
2024_26,National,0.051211155
2024_26,Rural,0.25809137
2024_26,Urban,0.021407436
2024_27,National,0.116702343
2024_27,Rural,0.516182739
2024_27,Urban,0.059152125
2024_28,National,0.115717513
2024_28,Rural,0.594392245
2024_28,Urban,0.046758346
2024_29,National,0.081248466
2024_29,Rural,0.414510382
2024_29,Urban,0.03323786
2024_30,National,0.038900781
2024_30,Rural,0.121224734
2024_30,Urban,0.027040971
2024_31,National,0.049241495
2024_31,Rural,0.234628518
2024_31,Urban,0.022534143
2024_32,National,0.047271835
2024_32,Rural,0.238538993
2024_32,Urban,0.019717375
2024_33,National,0.041855271
2024_33,Rural,0.195523765
2024_33,Urban,0.019717375
2024_34,National,0.024128332
2024_34,Rural,0.117314259
2024_34,Urban,0.010703718
2024_35,National,0.014772448
2024_35,Rural,0.054746654
2024_35,Urban,0.009013657
2024_36,National,0.009355884
2024_36,Rural,0.054746654
2024_36,Urban,0.002816768
2024_37,National,0.011325544
2024_37,Rural,0.06647808
2024_37,Urban,0.003380121
2024_38,National,0.010833129
2024_38,Rural,0.070388555
2024_38,Urban,0.002253414
2024_39,National,0.006401394
2024_39,Rural,0.046925704
2024_39,Urban,0.000563354
2024_40,National,0.012310374
2024_40,Rural,0.062567605
2024_40,Urban,0.005070182
2024_41,National,0.009355884
2024_41,Rural,0.058657129
2024_41,Urban,0.002253414
2024_42,National,0.026097992
2024_42,Rural,0.179881864
2024_42,Urban,0.003943475
2024_43,National,0.039393196
2024_43,Rural,0.285464697
2024_43,Urban,0.003943475
2024_44,National,0.072384997
2024_44,Rural,0.500540838
2024_44,Urban,0.010703718
2024_45,National,0.138861015
2024_45,Rural,1.004992152
2024_45,Urban,0.014083839
2024_46,National,0.166928668
2024_46,Rural,1.200515917
2024_46,Urban,0.018027314
2024_47,National,0.247684719
2024_47,Rural,1.736251033
2024_47,Urban,0.03323786
2024_48,National,0.357985668
2024_48,Rural,2.322822328
2024_48,Urban,0.074926024
2024_49,National,0.366356722
2024_49,Rural,2.365837556
2024_49,Urban,0.078306146
2024_50,National,0.38014434
2024_50,Rural,2.428405161
2024_50,Urban,0.085066389
2024_51,National,0.421999611
2024_51,Rural,2.741243185
2024_51,Urban,0.087883157
2024_52,National,0.322531791
2024_52,Rural,1.986521452
2024_52,Urban,0.082812974
2025_01,National,0.340751144
2025_01,Rural,2.064730958
2025_01,Urban,0.092389985
2025_02,National,0.505710152
2025_02,Rural,3.101006912
2025_02,Urban,0.131824735
2025_03,National,0.517035696
2025_03,Rural,3.190947844
2025_03,Urban,0.131824735
2025_04,National,0.47665767
2025_04,Rural,2.784258413
2025_04,Urban,0.144218513
2025_05,National,0.489460459
2025_05,Rural,2.713869858
2025_05,Urban,0.16900607
2025_06,National,0.416583046
2025_06,Rural,2.017805254
2025_06,Urban,0.185906677
2025_07,National,0.336811825
2025_07,Rural,1.595473922
2025_07,Urban,0.155485585
2025_08,National,0.306774513
2025_08,Rural,1.24744162
2025_08,Urban,0.171259485
2025_09,National,0.214200503
2025_09,Rural,0.950245498
2025_09,Urban,0.108163885
2025_10,National,0.120149247
2025_10,Rural,0.484898937
2025_10,Urban,0.067602428
2025_11,National,0.225033631
2025_11,Rural,1.012813102
2025_11,Urban,0.111544006
2025_12,National,0.193519075
2025_12,Rural,0.954155973
2025_12,Urban,0.083939682
2025_13,National,0.282153765
2025_13,Rural,1.407771108
2025_13,Urban,0.11999431
2025_14,National,0.345182879
2025_14,Rural,1.685414854
2025_14,Urban,0.152105463
2025_15,National,0.333857335
2025_15,Rural,1.470338712
2025_15,Urban,0.170132777
2025_16,National,0.193519075
2025_16,Rural,0.883767418
2025_16,Urban,0.094080046
2025_17,National,0.279691691
2025_17,Rural,1.020634053
2025_17,Urban,0.172949545
2025_18,National,0.254578528
2025_18,Rural,1.149679738
2025_18,Urban,0.125627846
2025_19,National,0.23882125
2025_19,Rural,1.212247343
2025_19,Urban,0.098586874
2025_20,National,0.165451423
2025_20,Rural,0.844662665
2025_20,Urban,0.067602428
2025_21,National,0.097990575
2025_21,Rural,0.492719888
2025_21,Urban,0.04112481
2025_22,National,0.071892582
2025_22,Rural,0.367584678
2025_22,Urban,0.029294386
2025_23,National,0.050226325
2025_23,Rural,0.179881864
2025_23,Urban,0.0315478
2025_24,National,0.029544897
2025_24,Rural,0.140777111
2025_24,Urban,0.013520486
2025_25,National,0.016742108
2025_25,Rural,0.074299031
2025_25,Urban,0.008450304
2025_26,National,0.014280034
2025_26,Rural,0.062567605
2025_26,Urban,0.007323596
2025_27,National,0.008371054
2025_27,Rural,0.039104753
2025_27,Urban,0.003943475
2025_28,National,0.011817959
2025_28,Rural,0.062567605
2025_28,Urban,0.004506829
2025_29,National,0.010340714
2025_29,Rural,0.039104753
2025_29,Urban,0.006196889
2025_30,National,0.009355884
2025_30,Rural,0.043015228
2025_30,Urban,0.004506829
2025_31,National,0.005416564
2025_31,Rural,0.023462852
2025_31,Urban,0.002816768
2025_32,National,0.00393932
2025_32,Rural,0.019552376
2025_32,Urban,0.001690061
2025_33,National,0.005416564
2025_33,Rural,0.023462852
2025_33,Urban,0.002816768
2025_34,National,0.001477245
2025_34,Rural,0.007820951
2025_34,Urban,0.000563354
2025_35,National,0.00098483
2025_35,Rural,0.003910475
2025_35,Urban,0.000563354
2025_36,National,0.00196966
2025_36,Rural,0.003910475
2025_36,Urban,0.001690061
2025_37,National,0
2025_37,Rural,0
2025_37,Urban,0
