Epi_week,State,OROV_cases,INC
2014_01,AC,0,0
2014_01,AL,0,0
2014_01,AM,0,0
2014_01,AP,0,0
2014_01,BA,0,0
2014_01,CE,0,0
2014_01,DF,0,0
2014_01,ES,0,0
2014_01,GO,0,0
2014_01,MA,0,0
2014_01,MG,0,0
2014_01,MS,0,0
2014_01,MT,0,0
2014_01,PA,0,0
2014_01,PB,0,0
2014_01,PE,0,0
2014_01,PI,0,0
2014_01,PR,0,0
2014_01,RJ,0,0
2014_01,RN,0,0
2014_01,RO,0,0
2014_01,RR,0,0
2014_01,RS,0,0
2014_01,SC,0,0
2014_01,SE,0,0
2014_01,SP,0,0
2014_01,TO,0,0
2014_02,AC,0,0
2014_02,AL,0,0
2014_02,AM,0,0
2014_02,AP,0,0
2014_02,BA,0,0
2014_02,CE,0,0
2014_02,DF,0,0
2014_02,ES,0,0
2014_02,GO,0,0
2014_02,MA,0,0
2014_02,MG,0,0
2014_02,MS,0,0
2014_02,MT,0,0
2014_02,PA,0,0
2014_02,PB,0,0
2014_02,PE,0,0
2014_02,PI,0,0
2014_02,PR,0,0
2014_02,RJ,0,0
2014_02,RN,0,0
2014_02,RO,0,0
2014_02,RR,0,0
2014_02,RS,0,0
2014_02,SC,0,0
2014_02,SE,0,0
2014_02,SP,0,0
2014_02,TO,0,0
2014_03,AC,0,0
2014_03,AL,0,0
2014_03,AM,0,0
2014_03,AP,0,0
2014_03,BA,0,0
2014_03,CE,0,0
2014_03,DF,0,0
2014_03,ES,0,0
2014_03,GO,0,0
2014_03,MA,0,0
2014_03,MG,0,0
2014_03,MS,0,0
2014_03,MT,0,0
2014_03,PA,0,0
2014_03,PB,0,0
2014_03,PE,0,0
2014_03,PI,0,0
2014_03,PR,0,0
2014_03,RJ,0,0
2014_03,RN,0,0
2014_03,RO,0,0
2014_03,RR,0,0
2014_03,RS,0,0
2014_03,SC,0,0
2014_03,SE,0,0
2014_03,SP,0,0
2014_03,TO,0,0
2014_04,AC,0,0
2014_04,AL,0,0
2014_04,AM,0,0
2014_04,AP,0,0
2014_04,BA,0,0
2014_04,CE,0,0
2014_04,DF,0,0
2014_04,ES,0,0
2014_04,GO,0,0
2014_04,MA,0,0
2014_04,MG,0,0
2014_04,MS,0,0
2014_04,MT,0,0
2014_04,PA,0,0
2014_04,PB,0,0
2014_04,PE,0,0
2014_04,PI,0,0
2014_04,PR,0,0
2014_04,RJ,0,0
2014_04,RN,0,0
2014_04,RO,0,0
2014_04,RR,0,0
2014_04,RS,0,0
2014_04,SC,0,0
2014_04,SE,0,0
2014_04,SP,0,0
2014_04,TO,0,0
2014_05,AC,0,0
2014_05,AL,0,0
2014_05,AM,0,0
2014_05,AP,0,0
2014_05,BA,0,0
2014_05,CE,0,0
2014_05,DF,0,0
2014_05,ES,0,0
2014_05,GO,0,0
2014_05,MA,0,0
2014_05,MG,0,0
2014_05,MS,0,0
2014_05,MT,0,0
2014_05,PA,0,0
2014_05,PB,0,0
2014_05,PE,0,0
2014_05,PI,0,0
2014_05,PR,0,0
2014_05,RJ,0,0
2014_05,RN,0,0
2014_05,RO,0,0
2014_05,RR,0,0
2014_05,RS,0,0
2014_05,SC,0,0
2014_05,SE,0,0
2014_05,SP,0,0
2014_05,TO,0,0
2014_06,AC,0,0
2014_06,AL,0,0
2014_06,AM,0,0
2014_06,AP,0,0
2014_06,BA,0,0
2014_06,CE,0,0
2014_06,DF,0,0
2014_06,ES,0,0
2014_06,GO,0,0
2014_06,MA,0,0
2014_06,MG,0,0
2014_06,MS,0,0
2014_06,MT,0,0
2014_06,PA,0,0
2014_06,PB,0,0
2014_06,PE,0,0
2014_06,PI,0,0
2014_06,PR,0,0
2014_06,RJ,0,0
2014_06,RN,0,0
2014_06,RO,0,0
2014_06,RR,0,0
2014_06,RS,0,0
2014_06,SC,0,0
2014_06,SE,0,0
2014_06,SP,0,0
2014_06,TO,0,0
2014_07,AC,0,0
2014_07,AL,0,0
2014_07,AM,0,0
2014_07,AP,0,0
2014_07,BA,0,0
2014_07,CE,0,0
2014_07,DF,0,0
2014_07,ES,0,0
2014_07,GO,0,0
2014_07,MA,0,0
2014_07,MG,0,0
2014_07,MS,0,0
2014_07,MT,0,0
2014_07,PA,0,0
2014_07,PB,0,0
2014_07,PE,0,0
2014_07,PI,0,0
2014_07,PR,0,0
2014_07,RJ,0,0
2014_07,RN,0,0
2014_07,RO,0,0
2014_07,RR,0,0
2014_07,RS,0,0
2014_07,SC,0,0
2014_07,SE,0,0
2014_07,SP,0,0
2014_07,TO,0,0
2014_08,AC,0,0
2014_08,AL,0,0
2014_08,AM,0,0
2014_08,AP,0,0
2014_08,BA,0,0
2014_08,CE,0,0
2014_08,DF,0,0
2014_08,ES,0,0
2014_08,GO,0,0
2014_08,MA,0,0
2014_08,MG,0,0
2014_08,MS,0,0
2014_08,MT,0,0
2014_08,PA,0,0
2014_08,PB,0,0
2014_08,PE,0,0
2014_08,PI,0,0
2014_08,PR,0,0
2014_08,RJ,0,0
2014_08,RN,0,0
2014_08,RO,0,0
2014_08,RR,0,0
2014_08,RS,0,0
2014_08,SC,0,0
2014_08,SE,0,0
2014_08,SP,0,0
2014_08,TO,0,0
2014_09,AC,0,0
2014_09,AL,0,0
2014_09,AM,0,0
2014_09,AP,0,0
2014_09,BA,0,0
2014_09,CE,0,0
2014_09,DF,0,0
2014_09,ES,0,0
2014_09,GO,0,0
2014_09,MA,0,0
2014_09,MG,0,0
2014_09,MS,0,0
2014_09,MT,0,0
2014_09,PA,0,0
2014_09,PB,0,0
2014_09,PE,0,0
2014_09,PI,0,0
2014_09,PR,0,0
2014_09,RJ,0,0
2014_09,RN,0,0
2014_09,RO,0,0
2014_09,RR,0,0
2014_09,RS,0,0
2014_09,SC,0,0
2014_09,SE,0,0
2014_09,SP,0,0
2014_09,TO,0,0
2014_10,AC,0,0
2014_10,AL,0,0
2014_10,AM,0,0
2014_10,AP,0,0
2014_10,BA,0,0
2014_10,CE,0,0
2014_10,DF,0,0
2014_10,ES,0,0
2014_10,GO,0,0
2014_10,MA,0,0
2014_10,MG,0,0
2014_10,MS,0,0
2014_10,MT,0,0
2014_10,PA,0,0
2014_10,PB,0,0
2014_10,PE,0,0
2014_10,PI,0,0
2014_10,PR,0,0
2014_10,RJ,0,0
2014_10,RN,0,0
2014_10,RO,0,0
2014_10,RR,0,0
2014_10,RS,0,0
2014_10,SC,0,0
2014_10,SE,0,0
2014_10,SP,0,0
2014_10,TO,0,0
2014_11,AC,0,0
2014_11,AL,0,0
2014_11,AM,0,0
2014_11,AP,0,0
2014_11,BA,0,0
2014_11,CE,0,0
2014_11,DF,0,0
2014_11,ES,0,0
2014_11,GO,0,0
2014_11,MA,0,0
2014_11,MG,0,0
2014_11,MS,0,0
2014_11,MT,0,0
2014_11,PA,0,0
2014_11,PB,0,0
2014_11,PE,0,0
2014_11,PI,0,0
2014_11,PR,0,0
2014_11,RJ,0,0
2014_11,RN,0,0
2014_11,RO,0,0
2014_11,RR,0,0
2014_11,RS,0,0
2014_11,SC,0,0
2014_11,SE,0,0
2014_11,SP,0,0
2014_11,TO,0,0
2014_12,AC,0,0
2014_12,AL,0,0
2014_12,AM,0,0
2014_12,AP,0,0
2014_12,BA,0,0
2014_12,CE,0,0
2014_12,DF,0,0
2014_12,ES,0,0
2014_12,GO,0,0
2014_12,MA,0,0
2014_12,MG,0,0
2014_12,MS,0,0
2014_12,MT,0,0
2014_12,PA,0,0
2014_12,PB,0,0
2014_12,PE,0,0
2014_12,PI,0,0
2014_12,PR,0,0
2014_12,RJ,0,0
2014_12,RN,0,0
2014_12,RO,0,0
2014_12,RR,0,0
2014_12,RS,0,0
2014_12,SC,0,0
2014_12,SE,0,0
2014_12,SP,0,0
2014_12,TO,0,0
2014_13,AC,0,0
2014_13,AL,0,0
2014_13,AM,0,0
2014_13,AP,0,0
2014_13,BA,0,0
2014_13,CE,0,0
2014_13,DF,0,0
2014_13,ES,0,0
2014_13,GO,0,0
2014_13,MA,0,0
2014_13,MG,0,0
2014_13,MS,0,0
2014_13,MT,0,0
2014_13,PA,0,0
2014_13,PB,0,0
2014_13,PE,0,0
2014_13,PI,0,0
2014_13,PR,0,0
2014_13,RJ,0,0
2014_13,RN,0,0
2014_13,RO,0,0
2014_13,RR,0,0
2014_13,RS,0,0
2014_13,SC,0,0
2014_13,SE,0,0
2014_13,SP,0,0
2014_13,TO,0,0
2014_14,AC,0,0
2014_14,AL,0,0
2014_14,AM,0,0
2014_14,AP,0,0
2014_14,BA,0,0
2014_14,CE,0,0
2014_14,DF,0,0
2014_14,ES,0,0
2014_14,GO,0,0
2014_14,MA,0,0
2014_14,MG,0,0
2014_14,MS,0,0
2014_14,MT,0,0
2014_14,PA,0,0
2014_14,PB,0,0
2014_14,PE,0,0
2014_14,PI,0,0
2014_14,PR,0,0
2014_14,RJ,0,0
2014_14,RN,0,0
2014_14,RO,0,0
2014_14,RR,0,0
2014_14,RS,0,0
2014_14,SC,0,0
2014_14,SE,0,0
2014_14,SP,0,0
2014_14,TO,0,0
2014_15,AC,0,0
2014_15,AL,0,0
2014_15,AM,0,0
2014_15,AP,0,0
2014_15,BA,0,0
2014_15,CE,0,0
2014_15,DF,0,0
2014_15,ES,0,0
2014_15,GO,0,0
2014_15,MA,0,0
2014_15,MG,0,0
2014_15,MS,0,0
2014_15,MT,0,0
2014_15,PA,0,0
2014_15,PB,0,0
2014_15,PE,0,0
2014_15,PI,0,0
2014_15,PR,0,0
2014_15,RJ,0,0
2014_15,RN,0,0
2014_15,RO,0,0
2014_15,RR,0,0
2014_15,RS,0,0
2014_15,SC,0,0
2014_15,SE,0,0
2014_15,SP,0,0
2014_15,TO,0,0
2014_16,AC,0,0
2014_16,AL,0,0
2014_16,AM,0,0
2014_16,AP,0,0
2014_16,BA,0,0
2014_16,CE,0,0
2014_16,DF,0,0
2014_16,ES,0,0
2014_16,GO,0,0
2014_16,MA,0,0
2014_16,MG,0,0
2014_16,MS,0,0
2014_16,MT,0,0
2014_16,PA,0,0
2014_16,PB,0,0
2014_16,PE,0,0
2014_16,PI,0,0
2014_16,PR,0,0
2014_16,RJ,0,0
2014_16,RN,0,0
2014_16,RO,0,0
2014_16,RR,0,0
2014_16,RS,0,0
2014_16,SC,0,0
2014_16,SE,0,0
2014_16,SP,0,0
2014_16,TO,0,0
2014_17,AC,0,0
2014_17,AL,0,0
2014_17,AM,0,0
2014_17,AP,0,0
2014_17,BA,0,0
2014_17,CE,0,0
2014_17,DF,0,0
2014_17,ES,0,0
2014_17,GO,0,0
2014_17,MA,0,0
2014_17,MG,0,0
2014_17,MS,0,0
2014_17,MT,0,0
2014_17,PA,0,0
2014_17,PB,0,0
2014_17,PE,0,0
2014_17,PI,0,0
2014_17,PR,0,0
2014_17,RJ,0,0
2014_17,RN,0,0
2014_17,RO,0,0
2014_17,RR,0,0
2014_17,RS,0,0
2014_17,SC,0,0
2014_17,SE,0,0
2014_17,SP,0,0
2014_17,TO,0,0
2014_18,AC,0,0
2014_18,AL,0,0
2014_18,AM,0,0
2014_18,AP,0,0
2014_18,BA,0,0
2014_18,CE,0,0
2014_18,DF,0,0
2014_18,ES,0,0
2014_18,GO,0,0
2014_18,MA,0,0
2014_18,MG,0,0
2014_18,MS,0,0
2014_18,MT,0,0
2014_18,PA,0,0
2014_18,PB,0,0
2014_18,PE,0,0
2014_18,PI,0,0
2014_18,PR,0,0
2014_18,RJ,0,0
2014_18,RN,0,0
2014_18,RO,0,0
2014_18,RR,0,0
2014_18,RS,0,0
2014_18,SC,0,0
2014_18,SE,0,0
2014_18,SP,0,0
2014_18,TO,0,0
2014_19,AC,0,0
2014_19,AL,0,0
2014_19,AM,0,0
2014_19,AP,0,0
2014_19,BA,0,0
2014_19,CE,0,0
2014_19,DF,0,0
2014_19,ES,0,0
2014_19,GO,0,0
2014_19,MA,0,0
2014_19,MG,0,0
2014_19,MS,0,0
2014_19,MT,0,0
2014_19,PA,0,0
2014_19,PB,0,0
2014_19,PE,0,0
2014_19,PI,0,0
2014_19,PR,0,0
2014_19,RJ,0,0
2014_19,RN,0,0
2014_19,RO,0,0
2014_19,RR,0,0
2014_19,RS,0,0
2014_19,SC,0,0
2014_19,SE,0,0
2014_19,SP,0,0
2014_19,TO,0,0
2014_20,AC,0,0
2014_20,AL,0,0
2014_20,AM,0,0
2014_20,AP,0,0
2014_20,BA,0,0
2014_20,CE,0,0
2014_20,DF,0,0
2014_20,ES,0,0
2014_20,GO,0,0
2014_20,MA,0,0
2014_20,MG,0,0
2014_20,MS,0,0
2014_20,MT,0,0
2014_20,PA,0,0
2014_20,PB,0,0
2014_20,PE,0,0
2014_20,PI,0,0
2014_20,PR,0,0
2014_20,RJ,0,0
2014_20,RN,0,0
2014_20,RO,0,0
2014_20,RR,0,0
2014_20,RS,0,0
2014_20,SC,0,0
2014_20,SE,0,0
2014_20,SP,0,0
2014_20,TO,0,0
2014_21,AC,0,0
2014_21,AL,0,0
2014_21,AM,0,0
2014_21,AP,0,0
2014_21,BA,0,0
2014_21,CE,0,0
2014_21,DF,0,0
2014_21,ES,0,0
2014_21,GO,0,0
2014_21,MA,0,0
2014_21,MG,0,0
2014_21,MS,0,0
2014_21,MT,0,0
2014_21,PA,0,0
2014_21,PB,0,0
2014_21,PE,0,0
2014_21,PI,0,0
2014_21,PR,0,0
2014_21,RJ,0,0
2014_21,RN,0,0
2014_21,RO,0,0
2014_21,RR,0,0
2014_21,RS,0,0
2014_21,SC,0,0
2014_21,SE,0,0
2014_21,SP,0,0
2014_21,TO,0,0
2014_22,AC,0,0
2014_22,AL,0,0
2014_22,AM,0,0
2014_22,AP,0,0
2014_22,BA,0,0
2014_22,CE,0,0
2014_22,DF,0,0
2014_22,ES,0,0
2014_22,GO,0,0
2014_22,MA,0,0
2014_22,MG,0,0
2014_22,MS,0,0
2014_22,MT,0,0
2014_22,PA,0,0
2014_22,PB,0,0
2014_22,PE,0,0
2014_22,PI,0,0
2014_22,PR,0,0
2014_22,RJ,0,0
2014_22,RN,0,0
2014_22,RO,0,0
2014_22,RR,0,0
2014_22,RS,0,0
2014_22,SC,0,0
2014_22,SE,0,0
2014_22,SP,0,0
2014_22,TO,0,0
2014_23,AC,0,0
2014_23,AL,0,0
2014_23,AM,0,0
2014_23,AP,0,0
2014_23,BA,0,0
2014_23,CE,0,0
2014_23,DF,0,0
2014_23,ES,0,0
2014_23,GO,0,0
2014_23,MA,0,0
2014_23,MG,0,0
2014_23,MS,0,0
2014_23,MT,0,0
2014_23,PA,0,0
2014_23,PB,0,0
2014_23,PE,0,0
2014_23,PI,0,0
2014_23,PR,0,0
2014_23,RJ,0,0
2014_23,RN,0,0
2014_23,RO,0,0
2014_23,RR,0,0
2014_23,RS,0,0
2014_23,SC,0,0
2014_23,SE,0,0
2014_23,SP,0,0
2014_23,TO,0,0
2014_24,AC,0,0
2014_24,AL,0,0
2014_24,AM,0,0
2014_24,AP,0,0
2014_24,BA,0,0
2014_24,CE,0,0
2014_24,DF,0,0
2014_24,ES,0,0
2014_24,GO,0,0
2014_24,MA,0,0
2014_24,MG,0,0
2014_24,MS,0,0
2014_24,MT,0,0
2014_24,PA,0,0
2014_24,PB,0,0
2014_24,PE,0,0
2014_24,PI,0,0
2014_24,PR,0,0
2014_24,RJ,0,0
2014_24,RN,0,0
2014_24,RO,0,0
2014_24,RR,0,0
2014_24,RS,0,0
2014_24,SC,0,0
2014_24,SE,0,0
2014_24,SP,0,0
2014_24,TO,0,0
2014_25,AC,0,0
2014_25,AL,0,0
2014_25,AM,0,0
2014_25,AP,0,0
2014_25,BA,0,0
2014_25,CE,0,0
2014_25,DF,0,0
2014_25,ES,0,0
2014_25,GO,0,0
2014_25,MA,0,0
2014_25,MG,0,0
2014_25,MS,0,0
2014_25,MT,0,0
2014_25,PA,0,0
2014_25,PB,0,0
2014_25,PE,0,0
2014_25,PI,0,0
2014_25,PR,0,0
2014_25,RJ,0,0
2014_25,RN,0,0
2014_25,RO,0,0
2014_25,RR,0,0
2014_25,RS,0,0
2014_25,SC,0,0
2014_25,SE,0,0
2014_25,SP,0,0
2014_25,TO,0,0
2014_26,AC,0,0
2014_26,AL,0,0
2014_26,AM,0,0
2014_26,AP,0,0
2014_26,BA,0,0
2014_26,CE,0,0
2014_26,DF,0,0
2014_26,ES,0,0
2014_26,GO,0,0
2014_26,MA,0,0
2014_26,MG,0,0
2014_26,MS,0,0
2014_26,MT,0,0
2014_26,PA,0,0
2014_26,PB,0,0
2014_26,PE,0,0
2014_26,PI,0,0
2014_26,PR,0,0
2014_26,RJ,0,0
2014_26,RN,0,0
2014_26,RO,0,0
2014_26,RR,0,0
2014_26,RS,0,0
2014_26,SC,0,0
2014_26,SE,0,0
2014_26,SP,0,0
2014_26,TO,0,0
2014_27,AC,0,0
2014_27,AL,0,0
2014_27,AM,0,0
2014_27,AP,0,0
2014_27,BA,0,0
2014_27,CE,0,0
2014_27,DF,0,0
2014_27,ES,0,0
2014_27,GO,0,0
2014_27,MA,0,0
2014_27,MG,0,0
2014_27,MS,0,0
2014_27,MT,0,0
2014_27,PA,0,0
2014_27,PB,0,0
2014_27,PE,0,0
2014_27,PI,0,0
2014_27,PR,0,0
2014_27,RJ,0,0
2014_27,RN,0,0
2014_27,RO,0,0
2014_27,RR,0,0
2014_27,RS,0,0
2014_27,SC,0,0
2014_27,SE,0,0
2014_27,SP,0,0
2014_27,TO,0,0
2014_28,AC,0,0
2014_28,AL,0,0
2014_28,AM,0,0
2014_28,AP,0,0
2014_28,BA,0,0
2014_28,CE,0,0
2014_28,DF,0,0
2014_28,ES,0,0
2014_28,GO,0,0
2014_28,MA,0,0
2014_28,MG,0,0
2014_28,MS,0,0
2014_28,MT,0,0
2014_28,PA,0,0
2014_28,PB,0,0
2014_28,PE,0,0
2014_28,PI,0,0
2014_28,PR,0,0
2014_28,RJ,0,0
2014_28,RN,0,0
2014_28,RO,0,0
2014_28,RR,0,0
2014_28,RS,0,0
2014_28,SC,0,0
2014_28,SE,0,0
2014_28,SP,0,0
2014_28,TO,0,0
2014_29,AC,0,0
2014_29,AL,0,0
2014_29,AM,0,0
2014_29,AP,0,0
2014_29,BA,0,0
2014_29,CE,0,0
2014_29,DF,0,0
2014_29,ES,0,0
2014_29,GO,0,0
2014_29,MA,0,0
2014_29,MG,0,0
2014_29,MS,0,0
2014_29,MT,0,0
2014_29,PA,0,0
2014_29,PB,0,0
2014_29,PE,0,0
2014_29,PI,0,0
2014_29,PR,0,0
2014_29,RJ,0,0
2014_29,RN,0,0
2014_29,RO,0,0
2014_29,RR,0,0
2014_29,RS,0,0
2014_29,SC,0,0
2014_29,SE,0,0
2014_29,SP,0,0
2014_29,TO,0,0
2014_30,AC,0,0
2014_30,AL,0,0
2014_30,AM,0,0
2014_30,AP,0,0
2014_30,BA,0,0
2014_30,CE,0,0
2014_30,DF,0,0
2014_30,ES,0,0
2014_30,GO,0,0
2014_30,MA,0,0
2014_30,MG,0,0
2014_30,MS,0,0
2014_30,MT,0,0
2014_30,PA,0,0
2014_30,PB,0,0
2014_30,PE,0,0
2014_30,PI,0,0
2014_30,PR,0,0
2014_30,RJ,0,0
2014_30,RN,0,0
2014_30,RO,0,0
2014_30,RR,0,0
2014_30,RS,0,0
2014_30,SC,0,0
2014_30,SE,0,0
2014_30,SP,0,0
2014_30,TO,0,0
2014_31,AC,0,0
2014_31,AL,0,0
2014_31,AM,0,0
2014_31,AP,0,0
2014_31,BA,0,0
2014_31,CE,0,0
2014_31,DF,0,0
2014_31,ES,0,0
2014_31,GO,0,0
2014_31,MA,0,0
2014_31,MG,0,0
2014_31,MS,0,0
2014_31,MT,0,0
2014_31,PA,0,0
2014_31,PB,0,0
2014_31,PE,0,0
2014_31,PI,0,0
2014_31,PR,0,0
2014_31,RJ,0,0
2014_31,RN,0,0
2014_31,RO,0,0
2014_31,RR,0,0
2014_31,RS,0,0
2014_31,SC,0,0
2014_31,SE,0,0
2014_31,SP,0,0
2014_31,TO,0,0
2014_32,AC,0,0
2014_32,AL,0,0
2014_32,AM,0,0
2014_32,AP,0,0
2014_32,BA,0,0
2014_32,CE,0,0
2014_32,DF,0,0
2014_32,ES,0,0
2014_32,GO,0,0
2014_32,MA,0,0
2014_32,MG,0,0
2014_32,MS,0,0
2014_32,MT,0,0
2014_32,PA,0,0
2014_32,PB,0,0
2014_32,PE,0,0
2014_32,PI,0,0
2014_32,PR,0,0
2014_32,RJ,0,0
2014_32,RN,0,0
2014_32,RO,0,0
2014_32,RR,0,0
2014_32,RS,0,0
2014_32,SC,0,0
2014_32,SE,0,0
2014_32,SP,0,0
2014_32,TO,0,0
2014_33,AC,0,0
2014_33,AL,0,0
2014_33,AM,0,0
2014_33,AP,0,0
2014_33,BA,0,0
2014_33,CE,0,0
2014_33,DF,0,0
2014_33,ES,0,0
2014_33,GO,0,0
2014_33,MA,0,0
2014_33,MG,0,0
2014_33,MS,0,0
2014_33,MT,0,0
2014_33,PA,0,0
2014_33,PB,0,0
2014_33,PE,0,0
2014_33,PI,0,0
2014_33,PR,0,0
2014_33,RJ,0,0
2014_33,RN,0,0
2014_33,RO,0,0
2014_33,RR,0,0
2014_33,RS,0,0
2014_33,SC,0,0
2014_33,SE,0,0
2014_33,SP,0,0
2014_33,TO,0,0
2014_34,AC,0,0
2014_34,AL,0,0
2014_34,AM,0,0
2014_34,AP,0,0
2014_34,BA,0,0
2014_34,CE,0,0
2014_34,DF,0,0
2014_34,ES,0,0
2014_34,GO,0,0
2014_34,MA,0,0
2014_34,MG,0,0
2014_34,MS,0,0
2014_34,MT,0,0
2014_34,PA,0,0
2014_34,PB,0,0
2014_34,PE,0,0
2014_34,PI,0,0
2014_34,PR,0,0
2014_34,RJ,0,0
2014_34,RN,0,0
2014_34,RO,0,0
2014_34,RR,0,0
2014_34,RS,0,0
2014_34,SC,0,0
2014_34,SE,0,0
2014_34,SP,0,0
2014_34,TO,0,0
2014_35,AC,0,0
2014_35,AL,0,0
2014_35,AM,0,0
2014_35,AP,0,0
2014_35,BA,0,0
2014_35,CE,0,0
2014_35,DF,0,0
2014_35,ES,0,0
2014_35,GO,0,0
2014_35,MA,0,0
2014_35,MG,0,0
2014_35,MS,0,0
2014_35,MT,0,0
2014_35,PA,0,0
2014_35,PB,0,0
2014_35,PE,0,0
2014_35,PI,0,0
2014_35,PR,0,0
2014_35,RJ,0,0
2014_35,RN,0,0
2014_35,RO,0,0
2014_35,RR,0,0
2014_35,RS,0,0
2014_35,SC,0,0
2014_35,SE,0,0
2014_35,SP,0,0
2014_35,TO,0,0
2014_36,AC,0,0
2014_36,AL,0,0
2014_36,AM,0,0
2014_36,AP,0,0
2014_36,BA,0,0
2014_36,CE,0,0
2014_36,DF,0,0
2014_36,ES,0,0
2014_36,GO,0,0
2014_36,MA,0,0
2014_36,MG,0,0
2014_36,MS,0,0
2014_36,MT,0,0
2014_36,PA,0,0
2014_36,PB,0,0
2014_36,PE,0,0
2014_36,PI,0,0
2014_36,PR,0,0
2014_36,RJ,0,0
2014_36,RN,0,0
2014_36,RO,0,0
2014_36,RR,0,0
2014_36,RS,0,0
2014_36,SC,0,0
2014_36,SE,0,0
2014_36,SP,0,0
2014_36,TO,0,0
2014_37,AC,0,0
2014_37,AL,0,0
2014_37,AM,0,0
2014_37,AP,0,0
2014_37,BA,0,0
2014_37,CE,0,0
2014_37,DF,0,0
2014_37,ES,0,0
2014_37,GO,0,0
2014_37,MA,0,0
2014_37,MG,0,0
2014_37,MS,0,0
2014_37,MT,0,0
2014_37,PA,0,0
2014_37,PB,0,0
2014_37,PE,0,0
2014_37,PI,0,0
2014_37,PR,0,0
2014_37,RJ,0,0
2014_37,RN,0,0
2014_37,RO,0,0
2014_37,RR,0,0
2014_37,RS,0,0
2014_37,SC,0,0
2014_37,SE,0,0
2014_37,SP,0,0
2014_37,TO,0,0
2014_38,AC,0,0
2014_38,AL,0,0
2014_38,AM,0,0
2014_38,AP,0,0
2014_38,BA,0,0
2014_38,CE,0,0
2014_38,DF,0,0
2014_38,ES,0,0
2014_38,GO,0,0
2014_38,MA,0,0
2014_38,MG,0,0
2014_38,MS,0,0
2014_38,MT,0,0
2014_38,PA,0,0
2014_38,PB,0,0
2014_38,PE,0,0
2014_38,PI,0,0
2014_38,PR,0,0
2014_38,RJ,0,0
2014_38,RN,0,0
2014_38,RO,0,0
2014_38,RR,0,0
2014_38,RS,0,0
2014_38,SC,0,0
2014_38,SE,0,0
2014_38,SP,0,0
2014_38,TO,0,0
2014_39,AC,0,0
2014_39,AL,0,0
2014_39,AM,0,0
2014_39,AP,0,0
2014_39,BA,0,0
2014_39,CE,0,0
2014_39,DF,0,0
2014_39,ES,0,0
2014_39,GO,0,0
2014_39,MA,0,0
2014_39,MG,0,0
2014_39,MS,0,0
2014_39,MT,0,0
2014_39,PA,0,0
2014_39,PB,0,0
2014_39,PE,0,0
2014_39,PI,0,0
2014_39,PR,0,0
2014_39,RJ,0,0
2014_39,RN,0,0
2014_39,RO,0,0
2014_39,RR,0,0
2014_39,RS,0,0
2014_39,SC,0,0
2014_39,SE,0,0
2014_39,SP,0,0
2014_39,TO,0,0
2014_40,AC,0,0
2014_40,AL,0,0
2014_40,AM,0,0
2014_40,AP,0,0
2014_40,BA,0,0
2014_40,CE,0,0
2014_40,DF,0,0
2014_40,ES,0,0
2014_40,GO,0,0
2014_40,MA,0,0
2014_40,MG,0,0
2014_40,MS,0,0
2014_40,MT,0,0
2014_40,PA,0,0
2014_40,PB,0,0
2014_40,PE,0,0
2014_40,PI,0,0
2014_40,PR,0,0
2014_40,RJ,0,0
2014_40,RN,0,0
2014_40,RO,0,0
2014_40,RR,0,0
2014_40,RS,0,0
2014_40,SC,0,0
2014_40,SE,0,0
2014_40,SP,0,0
2014_40,TO,0,0
2014_41,AC,0,0
2014_41,AL,0,0
2014_41,AM,0,0
2014_41,AP,0,0
2014_41,BA,0,0
2014_41,CE,0,0
2014_41,DF,0,0
2014_41,ES,0,0
2014_41,GO,0,0
2014_41,MA,0,0
2014_41,MG,0,0
2014_41,MS,0,0
2014_41,MT,0,0
2014_41,PA,0,0
2014_41,PB,0,0
2014_41,PE,0,0
2014_41,PI,0,0
2014_41,PR,0,0
2014_41,RJ,0,0
2014_41,RN,0,0
2014_41,RO,0,0
2014_41,RR,0,0
2014_41,RS,0,0
2014_41,SC,0,0
2014_41,SE,0,0
2014_41,SP,0,0
2014_41,TO,0,0
2014_42,AC,0,0
2014_42,AL,0,0
2014_42,AM,0,0
2014_42,AP,0,0
2014_42,BA,0,0
2014_42,CE,0,0
2014_42,DF,0,0
2014_42,ES,0,0
2014_42,GO,0,0
2014_42,MA,0,0
2014_42,MG,0,0
2014_42,MS,0,0
2014_42,MT,0,0
2014_42,PA,0,0
2014_42,PB,0,0
2014_42,PE,0,0
2014_42,PI,0,0
2014_42,PR,0,0
2014_42,RJ,0,0
2014_42,RN,0,0
2014_42,RO,0,0
2014_42,RR,0,0
2014_42,RS,0,0
2014_42,SC,0,0
2014_42,SE,0,0
2014_42,SP,0,0
2014_42,TO,0,0
2014_43,AC,0,0
2014_43,AL,0,0
2014_43,AM,0,0
2014_43,AP,0,0
2014_43,BA,0,0
2014_43,CE,0,0
2014_43,DF,0,0
2014_43,ES,0,0
2014_43,GO,0,0
2014_43,MA,0,0
2014_43,MG,0,0
2014_43,MS,0,0
2014_43,MT,0,0
2014_43,PA,0,0
2014_43,PB,0,0
2014_43,PE,0,0
2014_43,PI,0,0
2014_43,PR,0,0
2014_43,RJ,0,0
2014_43,RN,0,0
2014_43,RO,0,0
2014_43,RR,0,0
2014_43,RS,0,0
2014_43,SC,0,0
2014_43,SE,0,0
2014_43,SP,0,0
2014_43,TO,0,0
